Video ID,Title,Channel,Channel Subscribers,View Count,Likes,Dislikes,Comment Count,Published Date,Duration
FyZBm4tMeLE,Trump faces backlash for criticizing Israeli PM Netanyahu,NBC News,9330000,245363,1994,2303,1768,2023-10-13T03:00:51Z,205
hu0Rv5gnEOM,New details on Hamas’ attack on Israel’s Supernova Music Festival,NBC News,9330000,304081,1066,-1,514,2023-10-13T01:30:16Z,191
Kj-MWg3LabQ,A look back at the history of Israel’s highly secretive spy agencies,NBC News,9330000,37749,1229,94,97,2023-10-13T02:00:25Z,208
FgB3T1EuNQI,Stories of those caught in the crosshairs of the Israel-Hamas war,NBC News,9330000,171547,919,-1,356,2023-10-13T02:30:04Z,110
2mG11nuVm30,Blinken on Israel-Hamas war and getting Americans out,NBC News,9330000,66400,393,-1,316,2023-10-13T00:00:01Z,183
ovCaXzL6opQ,Millions in Gaza have nowhere to go as Israeli bombs fall from the sky,NBC News,9330000,1125275,7077,0,8644,2023-10-12T23:45:02Z,245
2glMo0xBCfU,Potential Israeli ground invasion of Gaza looming as death toll rises,NBC News,9330000,382374,2242,-1,896,2023-10-12T23:30:02Z,335
3UkdgXD4wy0,Families of trapped Americans in Gaza plead for help from U.S. government,NBC News,9330000,15110,72,0,74,2023-10-12T23:00:01Z,281
UM9se0Y0HJ0,IDF won’t say if ground invasion is imminent: We’ll do ‘what is needed’,NBC News,9330000,70902,232,-1,152,2023-10-12T22:30:03Z,277
CkSOMmKezns,"It’s ‘very difficult’ to get civilians out of Gaza without helping Hamas, says McCaul",NBC News,9330000,70611,566,-1,415,2023-10-12T22:00:07Z,612
sLmIaAVTuJg,"Trump’s Hezbollah comments ‘neither smart nor good,’ says GOP lawmaker",NBC News,9330000,116011,1361,983,842,2023-10-12T22:15:01Z,514
b55z_qnK4EI,California family visiting Israel during Hamas attack recounts experience,NBC News,9330000,31114,214,-1,100,2023-10-13T05:00:16Z,121
9QKNX1X0qtY,Blinken says U.S. will send charter flights to get Americans out of Israel,NBC News,9330000,6738,51,0,44,2023-10-12T21:30:00Z,92
GJ53WSW5KEY,Gaza faces humanitarian crisis as result of Israel-Hamas war,NBC News,9330000,73294,329,-1,555,2023-10-12T20:30:01Z,297
4F_erQrMMC4,Blinken addresses Iran’s possible involvement in Hamas attack,NBC News,9330000,17298,124,8,93,2023-10-12T19:50:32Z,154
r7lK-rol72w,Israeli tanks move toward Gaza border ahead of ground invasion,NBC News,9330000,362350,2099,-1,1665,2023-10-12T19:00:19Z,320
J7yXotNqLVk,Video captures explosion as Israeli missile hits Gaza City,NBC News,9330000,327209,1477,-1,914,2023-10-12T19:00:16Z,60
2kZ22cFv6IA,White House confirms 27 Americans killed in Israel-Hamas war,NBC News,9330000,4068,65,0,33,2023-10-12T18:45:00Z,60
iRwbNvJtW_g,Morning News NOW Full Broadcast – Oct. 12,NBC News,9330000,449498,1757,-1,601,2023-10-12T16:15:01Z,5921
kN-d0lDi7HI,Drone video reveals the huge scale of destruction in Gaza City caused by Israeli bombardments,NBC News,9330000,26697,151,5,193,2023-10-12T13:54:56Z,54
0UlCWfL9SCk,Gaza City faces a humanitarian crisis as power plant shuts down,NBC News,9330000,108765,853,-1,1101,2023-10-12T13:00:01Z,357
abWjzYt_lxs,This Morning’s Top Headlines – Oct. 12,NBC News,9330000,204730,1270,0,432,2023-10-12T11:57:57Z,1359
Yv3qBmDYQfs,'We will always be by your side': Secretary of State Blinken tells Israeli PM Netanyahu,NBC News,9330000,7950,109,-1,114,2023-10-12T12:30:25Z,142
KylMvJE63mE,U.S. family desperate for news of two loved ones they fear were kidnapped by Hamas,NBC News,9330000,1832,13,-1,13,2023-10-12T12:00:28Z,101
B-z7y8pQwRs,"Israeli troops, tanks deployed along the Lebanese border amid tensions",NBC News,9330000,42157,321,17,87,2023-10-12T11:30:04Z,64
8qlNIEROjx4,Watch: Residents in Holon sing Israeli anthem from their balconies,NBC News,9330000,24203,499,-1,131,2023-10-12T05:45:00Z,81
1vx1PDJx2VM,UNRWA director loses contact with family in Gaza as humanitarian crisis worsens,NBC News,9330000,17910,122,1,157,2023-10-12T05:30:00Z,264
4xejaAtErTw,Florida-based organization sends help to Israel and Gaza,NBC News,9330000,6893,65,-1,52,2023-10-12T05:00:02Z,164
Ca16QGdXMNU,Israeli siblings seek answers about missing family in Gaza,NBC News,9330000,24443,206,-1,100,2023-10-12T04:30:06Z,489
HHB-349Gowo,"Israeli, Jewish schools urge parents to delete kids' social media to avoid Hamas attack images",NBC News,9330000,11806,75,13,70,2023-10-12T04:00:08Z,194
F1CXnKKTMeI,Israeli PM Netanyahu and opposition leader form emergency unity government,NBC News,9330000,40261,628,-1,177,2023-10-12T03:30:05Z,227
QV-WCrprJwo,The difference between Hamas and Hezbollah militant groups and their motives,NBC News,9330000,294797,1612,461,832,2023-10-12T01:30:14Z,300
_aIM1vdzrio,Israel’s sense of security forever changed from Hamas attack,NBC News,9330000,22036,153,-1,102,2023-10-12T01:00:13Z,115
QkvTgQIePOg,Israel-Hamas war escalates tensions nationwide,NBC News,9330000,132728,746,142,753,2023-10-12T00:15:00Z,145
PUxjGCmGw6I,New details on Hamas’ surprise terror attack revealed,NBC News,9330000,188967,1162,-1,554,2023-10-12T00:00:18Z,166
CCUfLqekAng,Israeli forces preparing ground offensive against Hamas,NBC News,9330000,680930,4959,0,2764,2023-10-11T23:45:00Z,210
lHrDS_BNoRU,Israel-Hamas war intensifying as survivors of Hamas attacks speak out,NBC News,9330000,1025450,6516,-1,2550,2023-10-11T23:30:07Z,422
kUIYh4J6eHs,U.S. intelligence indicates Iranian leaders were surprised by Hamas attack,NBC News,9330000,50773,318,-1,261,2023-10-11T23:15:03Z,247
g6avntKFE18,Biden: Hamas brought 'sheer evil' to the world,NBC News,9330000,9048,81,135,145,2023-10-11T22:06:03Z,140
N-A0Zb272eU,Krishnamoorthi ‘very concerned’ about intel ‘holes’ after surprise Hamas attack,NBC News,9330000,66192,205,-1,116,2023-10-11T22:30:02Z,412
mnF03xCxAy8,"Israel has ‘nothing to lose’ in potential ground offensive, says Israeli embassy official",NBC News,9330000,141965,800,148,801,2023-10-11T22:00:33Z,392
ufSIclLrrOQ,Where might refugees go if Israel launches a ground offensive in Gaza?,NBC News,9330000,1488238,5270,-1,3395,2023-10-11T21:00:33Z,303
90-gAxsmcto,Video captures grief of bereaved mother in Gaza,NBC News,9330000,50931,212,14,380,2023-10-11T20:31:30Z,128
v4NLqzXJfpM,"How disinformation on Israel-Hamas war impacts public trust, safety",NBC News,9330000,30089,168,-1,203,2023-10-11T20:00:15Z,150
wh77-WoEh4s,NYPD beefs up security measures ahead of potential anti-semitic attacks,NBC News,9330000,12607,86,0,88,2023-10-11T19:30:07Z,137
nOQNtN_RAKI,Brother of kidnapped Israeli ‘hopeful’ he will return home,NBC News,9330000,6620,49,-1,30,2023-10-11T19:00:32Z,240
ASiHh2BU_nM,Tears and terror as Hamas rockets hit Israeli town of Ashkelon,NBC News,9330000,8396738,39317,-1,16966,2023-10-11T18:30:08Z,111
qDltm3x4DZY,Gaza City faces a humanitarian disaster with relentless Israeli bombardment,NBC News,9330000,38553,328,157,459,2023-10-11T15:46:49Z,357
JzWLKBMLs7c,U.S. investigating whether Iran helped train Hamas militants,NBC News,9330000,12367,78,-1,112,2023-10-11T14:45:00Z,282
EGOqSMsf-3g,Israeli concerns grow as militants launch missiles from Syria and Lebanon,NBC News,9330000,279506,1812,0,1356,2023-10-11T14:30:04Z,432
jlUF34Ncy3o,'The world is behind you’: Israeli mother has hope for missing daughter,NBC News,9330000,3339,44,-1,12,2023-10-11T14:00:34Z,477
mh-K_x1l-dQ,This Morning’s Top Headlines – Oct. 11,NBC News,9330000,336374,2242,354,673,2023-10-11T12:16:00Z,1630
On9eHp_sbl8,Israeli hostage stories emerge after being rescued from Hamas,NBC News,9330000,346844,2880,-1,847,2023-10-11T12:30:13Z,229
s0tuTkZL5Ik,Israel says video shows advanced weaponry arriving from U.S.,NBC News,9330000,57283,263,-1,498,2023-10-11T13:30:30Z,60
P15ORrC0IgY,Video shows Israeli bombardments on 'Hamas naval targets at sea',NBC News,9330000,25893,165,49,44,2023-10-11T12:05:48Z,54
maYkFp-jNcY,Israeli military says it 'remains committed to the law of armed conflict' in the war with Hamas,NBC News,9330000,9825,111,-1,66,2023-10-11T12:30:28Z,98
teW64SO-uBg,American woman seeks answers about missing family in Israel,NBC News,9330000,15979,139,3,79,2023-10-11T05:00:34Z,453
N7eV392n95A,Pro-Israel and pro-Palestinian rallies happen across the U.S.,NBC News,9330000,78756,574,-1,790,2023-10-11T04:30:08Z,260
yfzMI4bjBJk,Residents on Gaza border on edge as they come under fire,NBC News,9330000,219221,1351,510,690,2023-10-11T03:30:30Z,250
wDwYfNRZDNA,Fears of escalation arise as Israel and Hezbollah exchange fire ,NBC News,9330000,416794,2087,-1,1648,2023-10-11T02:30:26Z,217
vvFAP1PdIYE,'Words can not describe': Mother speaks out on missing daughter after Israel festival,NBC News,9330000,40776,410,36,192,2023-10-11T04:00:20Z,548
6-plmg-_lGo,Daughter concerned her father was captured in Gaza by Hamas,NBC News,9330000,10600,92,-1,43,2023-10-11T03:00:05Z,315
6AZLxD3Q_Bk,How Israel's Iron Dome defense system works,NBC News,9330000,244067,2134,-1,505,2023-10-11T01:30:05Z,154
ul-kAN0aMCY,Disinformation spreads on Israel-Hamas war across social media,NBC News,9330000,432215,3664,16688,5640,2023-10-11T00:45:02Z,256
cngGUV3Z09c,The stories of Israel-Hamas war victims,NBC News,9330000,42933,184,-1,85,2023-10-11T01:00:26Z,138
LVX5th-G_dE,"Biden condemns Hamas actions, says U.S. is sending Israel military aid",NBC News,9330000,25556,217,48,340,2023-10-11T00:30:13Z,69
CS5K4Lee-mE,Did Iran play a role in the Hamas attacks on Israel?,NBC News,9330000,65082,342,-1,377,2023-10-11T00:15:01Z,59
pxkGsKg-0NU,Gaza neighborhoods lie in ruins after Israeli retaliation airstrikes,NBC News,9330000,61075,484,-1,593,2023-10-11T00:00:30Z,131
K2FbzFCjO08,Israeli troops still trying to secure towns near Gaza border as Hamas launches new rockets,NBC News,9330000,372794,2364,452,867,2023-10-10T23:45:00Z,229
SZ6G6MWe6IQ,Israel intensifies retaliation after massive Hamas terror attack,NBC News,9330000,1482002,10479,-1,5004,2023-10-10T23:31:22Z,442
piZJAPyTYLw,Gaza pounded by overnight Israeli airstrikes,NBC News,9330000,36713,218,7,199,2023-10-10T23:00:20Z,46
XnKOEbM7Pb0,Security increases as pro-Israel and pro-Palestine protesters take to streets,NBC News,9330000,72300,348,-1,557,2023-10-10T22:30:04Z,164
uUviWn2EXlA,'It’s a massacre’: IDF troops clear Kfar Azza kibbutz,NBC News,9330000,276023,1373,256,361,2023-10-10T22:15:02Z,105
0A5fQE2NOko,U.S. sending assistance by land and air to Israel,NBC News,9330000,165590,1463,-1,1287,2023-10-10T21:30:22Z,146
MG-Bk3Mo7WU,Full special report: Biden remarks on Israel-Hamas war,NBC News,9330000,265847,1872,-1,1494,2023-10-10T21:15:00Z,1545
jJIKovoxSkM,Fmr. Israel ambassador: Young people will be most affected by Israel-Hamas war,NBC News,9330000,27275,119,35,77,2023-10-10T21:01:05Z,288
gky4q8YCMG0,Blinken to travel to Israel Wednesday as Biden says at least 14 Americans have been killed,NBC News,9330000,14222,91,-1,103,2023-10-10T20:30:02Z,214
XADtGaRTUbQ,"Israeli death toll surpasses 1,000",NBC News,9330000,64771,242,38,174,2023-10-10T18:28:10Z,204
d7jIQq4kMmc,Watch: Israeli forces attempt hostage rescue amid heavy gunfire,NBC News,9330000,39115,250,-1,67,2023-10-10T18:00:08Z,101
zjhLL5dBL-o,Look inside a bomb shelter used by Israeli civilians,NBC News,9330000,63545,367,7,154,2023-10-10T16:00:47Z,399
_LBdQTqk0oc,Iran's supreme leader denies involvement in Hamas attacks,NBC News,9330000,91115,578,-1,642,2023-10-10T15:45:02Z,77
-ff_59Ulmk8,Israeli father recounts how his daughter was killed in the Hamas attacks,NBC News,9330000,21921,231,-1,123,2023-10-10T15:30:00Z,393
5eIS-0w6mfg,Hamas threatens to execute hostages as conflict in Gaza deepens,NBC News,9330000,128644,1063,304,828,2023-10-10T13:00:03Z,358
xrySrqtbG4Q,Officials: U.S. military presence near Israel a blunt message to Iran and Hezbollah,NBC News,9330000,594954,3914,-1,2760,2023-10-09T23:30:19Z,253
ciICiDITfA0,Gaza under fire as fears grow for hostages,NBC News,9330000,32180,197,17,169,2023-10-10T12:30:19Z,319
R61_U5vVIpU,Israel orders ‘complete siege’ of Hamas-run Gaza Strip after massive terror attack,NBC News,9330000,2682450,18430,-1,9497,2023-10-10T00:00:15Z,449
JOq6ujc47L4,Videos show timeline of Hamas attack at Israeli music festival,NBC News,9330000,665264,2504,365,1308,2023-10-10T03:00:13Z,175
Zauqcvu4EEQ,Israeli bombardment of the Gaza Strip continues despite Hamas threats against hostages,NBC News,9330000,81489,494,-1,310,2023-10-10T12:00:26Z,64
6aKMcM8ypaM,Video shows the bloody aftermath of Hamas attack on Israel's Be'eri kibbutz,NBC News,9330000,115061,252,-1,158,2023-10-10T11:00:04Z,41
wh829KxpP2s,Israeli and Palestinian supporters rally across U.S. after Hamas attacks,NBC News,9330000,49269,272,28,488,2023-10-10T06:15:02Z,204
yyrae09bPXw,Tracking Hamas' rise to power,NBC News,9330000,42716,243,-1,96,2023-10-10T05:00:32Z,236
Ss8CK_0Ykh4,A history of the Gaza Strip,NBC News,9330000,102707,370,45,147,2023-10-10T04:45:00Z,246
QEgGEIREo74,WATCH: NBC News' Richard Engel and crew take cover in Israel from mortar fire,NBC News,9330000,497831,6957,-1,1979,2023-10-09T18:37:20Z,203
pbez-juyHbQ,Video shows Hamas militants kidnapping 12-year-old boy,NBC News,9330000,228660,613,0,1002,2023-10-09T17:00:36Z,28
JOm8VtCaRgk,'Now is the time for action': McCarthy addresses attack on Israel,NBC News,9330000,12147,120,-1,129,2023-10-09T16:30:06Z,150
fQr39AGCgbs,"Israeli survivor: 'So many emotions at once, adrenaline and fear'",NBC News,9330000,15787,177,5,80,2023-10-09T15:30:10Z,276
Dn4SB2RO1z4,Putting the war in Israel into historical context,NBC News,9330000,27204,155,-1,111,2023-10-09T15:00:15Z,210
AfXxf0_o3HM,Israeli dad is missing after rushing to save daughter from festival attack,NBC News,9330000,44235,339,-1,95,2023-10-09T14:00:06Z,363
UHjEZC7UwSg,"Israeli military gathering east and north of the Gaza Strip as 300,000 reservists are called up",NBC News,9330000,58845,291,11,91,2023-10-09T13:30:11Z,71
gPorCV0GxCo,Israeli warplanes pummel the Gaza Strip as it regains control of land,NBC News,9330000,184981,1216,-1,1006,2023-10-09T13:00:28Z,352
5QHRh4Y98fY,Israel strikes over 500 targets overnight in Gaza City,NBC News,9330000,9860,88,9,42,2023-10-09T11:45:00Z,55
h1wjU_Dve1c,Gaza residents stunned by ferocity of Israeli airstrikes,NBC News,9330000,72146,475,-1,968,2023-10-09T12:30:24Z,75
Bw4LhOzW47A,Senate Majority Leader Schumer calls on China to support Israel,NBC News,9330000,39172,209,-1,532,2023-10-09T12:00:18Z,59
-OhqRL6fLmk,Drone video shows aftermath of Hamas attack on music festival in Negev desert,NBC News,9330000,30202,78,2,98,2023-10-09T11:30:00Z,52
wL_2JYPHF-s,Travelers returning to the U.S. from Israel describe their experience,NBC News,9330000,33454,265,-1,72,2023-10-09T05:00:23Z,84
a-uNKfSmHJM,Arizona pastor stuck in Israel after Hamas attack speaks out,NBC News,9330000,27959,146,20,83,2023-10-09T02:30:00Z,85
YtgjEcCmlVU,"‘Mommy, help us’: Israeli mother recalls last moments speaking with missing daughter",NBC News,9330000,18338,126,-1,106,2023-10-09T01:45:01Z,189
rpns1F9FXpg,Israel-Hamas conflict sparks rallies across U.S.,NBC News,9330000,154102,959,158,1878,2023-10-09T01:30:20Z,121
g7Jk9FGTvO4,Mounting questions about future U.S. aid for Israel as fighting rages,NBC News,9330000,38843,294,-1,381,2023-10-09T01:15:01Z,138
UXDDxumJgnM,"U.S. to send military assets closer to Israel, Pentagon announces",NBC News,9330000,219937,1814,-1,1039,2023-10-09T01:00:18Z,71
Oww_Rttdjcc,"Americans could be among those taken hostage during Hamas attack, Blinken says",NBC News,9330000,70844,464,35,628,2023-10-09T00:30:08Z,190
BPpgVrUEktI,Mounting questions about future U.S. aid for Israel as fighting rages,NBC News,9330000,37018,247,-1,310,2023-10-09T00:00:07Z,138
vBihhiyX5Kg,Hundreds of airstrikes bring buildings crashing in Gaza as gun battles rage in Israel,NBC News,9330000,1137073,7837,971,5111,2023-10-08T23:44:36Z,269
kZgt-7Gc2C8,Palestinian representative to the UN: 'We are not subhumans',NBC News,9330000,51142,959,-1,830,2023-10-08T22:00:21Z,112
zRqkNyAg0g4,‘People were dying all around’: Music festival-goer recounts Hamas attack,NBC News,9330000,189070,989,155,1049,2023-10-08T21:46:32Z,85
SUWziIH-7vw,Blinken on Hamas funding during Israel attack: ‘These were not U.S taxpayer dollars’,NBC News,9330000,17896,149,-1,205,2023-10-08T19:00:20Z,138
K2CapiDvlJg,Hamas rocket barrage strikes Tel Aviv,NBC News,9330000,93640,351,-1,266,2023-10-08T16:45:01Z,64
JQEBFcrnljs,Full Haley: Israel is the 'frontline of defense' for America,NBC News,9330000,37885,402,592,517,2023-10-08T18:30:13Z,546
6wWhI3L-oa4,"‘I’ve been concerned’ about attack on U.S. amid Israel war, says Nikki Haley",NBC News,9330000,32277,295,-1,277,2023-10-08T17:00:04Z,149
IhJFgOoyEGM,Haley calls Blinken ‘irresponsible’ for refusing to blame Iran for Hamas attack,NBC News,9330000,79488,816,1752,1009,2023-10-08T16:30:05Z,151
E40e7o3K__k,Blinken says 'several Americans' may be among 'dead' or 'hostages' in Israel after Hamas attack,NBC News,9330000,7895,71,-1,133,2023-10-08T16:30:02Z,76
NHzSIO34Sr4,Full Blinken: Israel will look at whether attack was 'an intelligence failure',NBC News,9330000,121742,1215,982,1161,2023-10-08T16:00:26Z,685
ArYnCsS0F8s,Israel’s hostage rescue operation is unlike anything the ‘world has ever seen’,NBC News,9330000,230277,1622,-1,1019,2023-10-08T15:30:03Z,273
qeLrWQsrau0,Video shows aftermath of Israeli hospital hit by Hamas rocket,NBC News,9330000,41416,143,-1,158,2023-10-08T14:00:36Z,58
w57kiknN-MA,Watch: Building collapses in Gaza after being struck by Israeli airstrike,NBC News,9330000,532275,2936,563,2543,2023-10-08T13:30:31Z,56
DnHA_DAHxdQ,Israeli military video shows 'strikes on Hamas military targets' inside the Gaza Strip,NBC News,9330000,64500,478,-1,213,2023-10-08T13:00:08Z,51
Wf8aDeZCRB0,Gazans mourn death and destruction of Israeli airstrikes in response to Hamas attacks,NBC News,9330000,62501,404,94,427,2023-10-08T12:30:15Z,74
2AqBvt_iXYs,Lebanon's Hezbollah targets Israeli positions in occupied Golan Heights border region,NBC News,9330000,173348,746,-1,483,2023-10-08T12:13:04Z,49
ghzspv4jcFY,White House condemns Hamas attack on Israel,NBC News,9330000,32148,224,168,431,2023-10-08T01:15:02Z,60
F7s5bOqS4g8,Security at U.S. synagogues and mosques ramps up as attacks escalate in Israel and Gaza Strip,NBC News,9330000,197565,1006,-1,1052,2023-10-08T00:30:05Z,115
kPQZ4oC94Yk,Netanyahu vows to avenge attack by Hamas as conflict escalates across region,NBC News,9330000,22776,191,4,104,2023-10-08T00:00:29Z,87
8uTQJwTvNHc,Fallout over state intel failure after surprise attack on Israel,NBC News,9330000,88355,1186,-1,499,2023-10-07T23:45:00Z,131
6FVUxvp6Ah0,Video appears to show Hamas taking Israeli civilian hostage,NBC News,9330000,4565750,17965,-1,26879,2023-10-07T23:00:04Z,60
wquCRPxaHdU,Netanyahu vows ‘mighty vengeance’ against Hamas,NBC News,9330000,155619,1107,570,1160,2023-10-07T22:30:07Z,66
118QgNTzP3w,Watch: Nightly News report from start of Yom Kippur War in 1973,NBC News,9330000,67207,528,-1,161,2023-10-07T21:45:22Z,490
9YZ8T_wt1YI,Full Special Report: Biden condemns Hamas attack on Israel,NBC News,9330000,327228,3894,0,4367,2023-10-07T20:15:00Z,683
AsF5Tcn7rpE,Biden taking multiple approaches to respond to Hamas attack,NBC News,9330000,27448,209,-1,277,2023-10-07T20:15:00Z,241
YQIJEdk_doU,Two hostage situations still active in Israel near the Gaza border,NBC News,9330000,928661,4013,926,4519,2023-10-07T20:00:13Z,214
q9vuShl_3NE,Biden: U.S. stands with the people of Israel,NBC News,9330000,61660,685,-1,1140,2023-10-07T19:42:06Z,180
e5OhTspt0g8,Residential building in Gaza City flattened by Israeli airstrike,NBC News,9330000,478357,2927,-1,1651,2023-10-07T18:21:19Z,54
ZJxW3QCV1Qo,Full Special Report: Dozens of Israelis killed in Hamas attack,NBC News,9330000,3511333,22434,0,12716,2023-10-07T16:34:56Z,1805
E8eEUzyEBOM,Watch: Bulldozer tears down section of Israel-Gaza border fence,NBC News,9330000,194515,814,-1,962,2023-10-07T16:45:00Z,53
lmrGswmfPHs,How Netanyahu and Biden's relationship has been tested in recent months,NBC News,9330000,6069,40,2,45,2023-10-07T16:30:07Z,343
YRgh7UN2c8g,How reports of Israeli hostages will influence Israel’s decision to attack Gaza,NBC News,9330000,162381,974,-1,809,2023-10-07T16:15:01Z,203
8zn3slINZHE,Biden condemns Hamas attack and offers support to Israel,NBC News,9330000,26345,194,167,484,2023-10-07T16:00:08Z,209
wTl0PuSzbIY,Israel officials confirm Hamas attacks have killed at least 70 Israelis,NBC News,9330000,140699,1142,-1,1064,2023-10-07T16:00:49Z,403
2DR3xTBnHTU,Netanyahu declares ‘We are at war’ following surprise Hamas attack,NBC News,9330000,34717,235,-1,417,2023-10-07T15:30:00Z,56
G6YWo8oSS6A,How will world leaders respond to Israel's war declaration against Hamas?,NBC News,9330000,233728,1209,363,1605,2023-10-07T14:00:08Z,357
9Z1eSrTnSx0,Hamas launches rocket attack in Israel,NBC News,9330000,70512,363,-1,335,2023-10-07T13:29:09Z,430
uKZclvTTUnM,Richard Engel explains how Israel could have been surprised by Hamas attack,NBC News,9330000,104440,666,78,569,2023-10-07T12:30:36Z,233
PcQaG4sC9BM,Full Special Report: Israel declares war after surprise Hamas attack | NBC News,NBC News,9330000,6356157,42579,-1,21726,2023-10-07T11:13:26Z,1484
CAuRU8wCG5w,Tensions escalate after Palestinian militants launch airstrikes toward Israel,NBC News,9330000,6391317,22958,-1,3738,2023-10-07T06:45:00Z,110
G6YWo8oSS6A,How will world leaders respond to Israel's war declaration against Hamas?,NBC News,9330000,233728,1209,363,1605,2023-10-07T14:00:08Z,357
9Z1eSrTnSx0,Hamas launches rocket attack in Israel,NBC News,9330000,70512,363,-1,335,2023-10-07T13:29:09Z,430
hH8eMkO1CpA,How Hamas surpise attack on Israel unfolded,CNN,15800000,83006,1156,0,596,2023-10-09T21:53:27Z,128
L_6GMzVl6L0,Netanyahu says the retaliation in Gaza is ‘just the beginning’,CNN,15800000,133003,3043,521,1239,2023-10-09T22:07:16Z,17
kngd0K2KIqI,Israeli airstrike hits refugee camp in Gaza,CNN,15800000,19056,545,0,233,2023-10-09T20:42:30Z,54
zdq3NVtT6Nc,The history of Gaza in 2 minutes,CNN,15800000,459837,3267,-1,1875,2023-10-09T22:30:10Z,132
p5ZTGkhmSJw,Israeli mother of missing son sends message to Hamas,CNN,15800000,77428,1714,-1,437,2023-10-09T22:54:36Z,58
xrEMJNj35VE,How Israel's Iron Dome Works,CNN,15800000,126532,786,112,245,2023-10-09T23:46:15Z,98
XkAVyXHFHEQ,IDF spokesperson: ‘We’ll do what’s needed’ to stop attacks,CNN,15800000,48554,517,-1,379,2023-10-10T00:30:28Z,462
J5tFbJRdZAw,Israeli mother of missing son sends message to Hamas,CNN,15800000,45782,424,87,558,2023-10-09T23:59:14Z,249
V5AxIqP6OJM,Explosions go off during interview with American doctor trapped in Gaza,CNN,15800000,100901,914,-1,681,2023-10-10T01:00:23Z,452
U2Uz5HZ-F5A,Explosion interrupts interview with doctor in Gaza,CNN,15800000,111286,3051,108,305,2023-10-10T00:41:32Z,55
xTHV_9KHs8Q,How Hamas won and kept control in Gaza,CNN,15800000,467970,3102,-1,2074,2023-10-10T02:00:18Z,589
I5yAK7kt0os,Video shows journey one woman took to escape shooting at music festival,CNN,15800000,58812,704,0,326,2023-10-10T03:03:19Z,173
XCr6NkCZK9A,How Israel is responding to Hamas attacks with ‘siege’ on Gaza,CNN,15800000,251739,1931,-1,1705,2023-10-10T03:30:19Z,340
Cy6vewZo3jY,Military expert shows on map where Israeli forces will face challenges in Gaza,CNN,15800000,321592,2330,-1,1472,2023-10-10T13:29:52Z,269
8TmIM3JH0XE,Iron Dome intercepts missile attack from Gaza,CNN,15800000,124519,3608,216,417,2023-10-10T16:40:09Z,41
aQIWFW0RUUE,Hamas fires hundreds of rockets at Israeli city,CNN,15800000,1038165,4824,-1,2860,2023-10-10T17:11:39Z,507
ni1vHdQtWbs,Watch as Iron Dome intercepts Hamas' rockets over CNN correspondent's head,CNN,15800000,211929,1454,224,645,2023-10-10T18:09:02Z,567
2Z8fvTfQgUs,Israel’s military amasses near Gaza,CNN,15800000,336734,3004,-1,1732,2023-10-10T18:48:13Z,405
lQLlo89kaco,Biden: Hamas attack on Israel is ‘an act of sheer evil’,CNN,15800000,113827,2122,1160,2666,2023-10-10T19:30:04Z,620
E4gzxOO-yQQ,Israeli forces prepare for potential ground operation,CNN,15800000,297139,2773,-1,1451,2023-10-11T00:14:48Z,235
bYxGjMCTFdE,Israel Defense Force general recounts what he saw after Hamas attack,CNN,15800000,369294,3214,539,1706,2023-10-11T00:45:01Z,583
a34zpFaoBoM,Putin breaks silence on Hamas attack on Israel,CNN,15800000,2872747,18127,-1,13829,2023-10-11T01:52:46Z,423
U17nMZwUrqM,See the devastation in Gaza after Israeli strikes,CNN,15800000,176331,1182,-1,1977,2023-10-11T03:16:14Z,137
WeQCWiUhbHg,Three reasons why experts say Hamas' recent attack is 'unprecedented',CNN,15800000,148259,1084,550,1070,2023-10-11T03:44:05Z,164
L_P1nbNPH3M,See how man survived massacre in Israel,CNN,15800000,1775026,38954,-1,5802,2023-10-11T14:16:42Z,49
0evi5X6jK4E,Gaza's only power station runs out of fuel,CNN,15800000,312457,2267,276,3094,2023-10-11T17:30:00Z,410
FD28jY6vkhs,Israel forms emergency war cabinet,CNN,15800000,117667,972,-1,758,2023-10-11T17:56:34Z,470
Iqjqm7pBIIE,'I don't know if we're going to make it': Palestinian-American stuck in Gaza speaks out,CNN,15800000,161841,1736,402,1925,2023-10-11T20:00:06Z,299
2UoGKEuW7jI,"Hamas will pay ‘the way the Nazis paid in Europe,' says former IDF intel chief",CNN,15800000,204931,2000,-1,2183,2023-10-11T19:02:17Z,515
WeuvIUopgGg,"300,000 Israeli troops stand at ready after Hamas attack",CNN,15800000,1008874,7216,1201,3619,2023-10-11T22:23:54Z,230
cy9fD07y4-w,CNN reporter lays out Israel's evaluation of Iran's alleged involvement in the Hamas attacks,CNN,15800000,136304,1360,-1,778,2023-10-12T03:08:28Z,348
kufj_iN41Gc,Hamas official reveals intent behind assault on Israel on Russian TV,CNN,15800000,591448,3053,-1,2707,2023-10-12T03:31:39Z,173
dVxHa7Cv2a0,'Death was a blessing': Father on learning fate of daughter,CNN,15800000,310175,4123,0,2212,2023-10-12T10:00:26Z,650
C7ROkhm2c5E,Retired colonel points out key difficulty Israeli troops would face in Gaza,CNN,15800000,201125,1509,-1,954,2023-10-12T10:30:08Z,366
VWu7zjxvOxg,'It was animal slaughter': Israeli festival survivor describes horror,CNN,15800000,258396,4075,577,2044,2023-10-12T14:00:30Z,463
mYVih0Wki4Q,Granddaughter says video shows her kidnapped grandmother in Gaza,CNN,15800000,68650,2243,-1,283,2023-10-12T15:57:29Z,60
