Video ID,Title,Channel,Channel Subscribers,View Count,Likes,Dislikes,Comment Count,Published Date,Duration
PnsLmp3H4Y8,12 more hostages released by Hamas,NBC News,9330000,1071,15,0,15,2023-11-29T00:30:11Z,247
aPBJTe-RVfo,"‘Absolutely essential’ that ceasefire continues, says daughter of hostage released by Hamas",NBC News,9330000,1252,26,0,18,2023-11-28T23:00:01Z,343
BL7avbCtfg4,Bennet: ‘Israel should meet … high standard’ for protecting civilians during war,NBC News,9330000,958,18,0,43,2023-11-28T22:30:44Z,431
dP3hTQ1q5T0,BREAKING: Video shows released Hamas hostages leaving Gaza,NBC News,9330000,10112,105,2,56,2023-11-28T21:25:54Z,57
VkN1ysw_h28,Hamas releases 12 more hostages as cease-fire extends,NBC News,9330000,5414,71,0,30,2023-11-28T21:00:11Z,191
_i3O405Jdgc,'A very high price': Palestinians consider the cost of prisoners freed by Israel,NBC News,9330000,6593,70,0,89,2023-11-28T12:30:18Z,81
Yx2ToGCon7c,N.Y. high school students protest teacher's pro-Israel stance,NBC News,9330000,23895,270,20,653,2023-11-28T04:30:12Z,187
zcs4N9dO8R4,Palestinian prisoners reunite with family members amid temporary cease-fire,NBC News,9330000,512465,1618,2923,2550,2023-11-28T04:15:02Z,188
XaAgnfQnHkE,Suspect arraigned in shooting of three students of Palestinian descent in Vermont,NBC News,9330000,21893,159,4,284,2023-11-28T01:00:20Z,205
kxUy6lLmEyc,Inside hostages’ 49 days of captivity while being held by Hamas,NBC News,9330000,38739,440,97,165,2023-11-28T00:45:02Z,197
N6j2ARZWJFY,"11 more hostages released, Hamas and Israel agree to extend truce at least two more days",NBC News,9330000,14230,103,0,72,2023-11-28T00:30:12Z,239
QUY90ilnnYc,"Blinken will travel to Israel, West Bank, this week",NBC News,9330000,2473,29,0,41,2023-11-27T23:30:05Z,136
RPq_MEQIpgc,Medical evals; family reunions; IDF interviews: What happens to hostages after release from Hamas,NBC News,9330000,21680,133,4,98,2023-11-27T22:30:05Z,246
tSP3zz0l8sU,Elon Musk meets with Netanyahu in Israel,NBC News,9330000,54872,403,721,444,2023-11-27T22:00:21Z,157
xOwSnQqspQA,Full special report: IDF says Hamas has handed over 11 more hostages to Red Cross,NBC News,9330000,47552,433,0,196,2023-11-27T21:22:35Z,375
FRA3QrH9Mys,Vermont authorities offer details on shooting targeting students of Palestinian descent,NBC News,9330000,9901,86,0,160,2023-11-27T19:00:09Z,188
69v-190rZCQ,Full special report: Israel and Hamas agree to extend truce by two days,NBC News,9330000,21514,181,0,63,2023-11-27T17:58:44Z,539
ub-T6IgaiD8,Israel and Hamas agree to extend truce by two days,NBC News,9330000,26077,352,31,195,2023-11-27T16:58:48Z,352
L1nNRINn0oE,Garland: Justice Department is working to 'secure all missing Americans',NBC News,9330000,2395,32,0,16,2023-11-27T15:56:17Z,154
lTXmCzHFxDw,Fourth round of hostages expected to be released by Hamas,NBC News,9330000,4040,38,0,22,2023-11-27T13:30:30Z,170
6nWwzR-I0iw,Elon Musk visits Kfar Aza kibbutz with Israeli PM Netanyahu,NBC News,9330000,21955,200,36,282,2023-11-27T13:00:06Z,61
LmyRy2J2gI4,Tears of joy as Palestinian teen returns home after being freed from Israeli prison,NBC News,9330000,2539,46,0,55,2023-11-27T12:30:09Z,42
x6or2i9fwMM,Hundreds call for cease-fire in Gaza during protest on Manhattan Bridge,NBC News,9330000,15702,41,62,220,2023-11-27T11:30:31Z,80
lRBusxJXihs,Biden pushes for more hostages to be freed by Hamas and extension of pause in fighting,NBC News,9330000,4343,34,0,56,2023-11-27T01:30:15Z,72
SxfckbWFyTE,Hamas releases first U.S. citizen as part of temporary cease-fire agreement,NBC News,9330000,23090,212,0,143,2023-11-27T01:00:20Z,193
_wVV-uyFsAI,Watch: Emotional reunions between released Israeli hostages and their families,NBC News,9330000,193484,2537,330,1167,2023-11-26T22:45:09Z,101
MIzk3wEViMg,Netanyahu meets with troops inside Gaza Strip,NBC News,9330000,11451,93,38,216,2023-11-26T20:45:00Z,66
LyqAhzQe69g,Convoy carrying third round of released hostages arrives at Rafah Crossing,NBC News,9330000,3215,33,0,10,2023-11-26T19:15:00Z,47
wf6oTdboZFw,Biden on American child held hostage by Hamas: 'Today she is free',NBC News,9330000,2872,31,0,50,2023-11-26T18:57:21Z,103
2PAo7BDliHM,GOP congressman calls for more transparency from Biden on Hamas,NBC News,9330000,2140,19,0,26,2023-11-26T19:30:00Z,119
O29Q4g-aIsA,Jake Sullivan doesn’t rule out Biden sending aid to Israel with conditions,NBC News,9330000,3741,34,0,46,2023-11-26T20:00:15Z,113
BhLZHx9aS2A,Palestinians welcome released prisoners back to West Bank,NBC News,9330000,74521,625,458,873,2023-11-26T18:39:33Z,79
n2wtUZSUSOM,Full special report: Biden gives remarks on the release of 4-year-old hostage,NBC News,9330000,38734,533,239,353,2023-11-26T17:56:10Z,903
RFAPGocXIMQ,Full Turner: Lack of Biden admin. intelligence on hostages is 'concerning',NBC News,9330000,8553,60,0,72,2023-11-26T18:00:18Z,619
GaPAr0opiLU,Full Jake Sullivan: 'We do not know' all three American hostages are alive,NBC News,9330000,25280,87,0,44,2023-11-26T17:45:00Z,821
PkWtlz43VM8,American child among 17 hostages in third round of releases,NBC News,9330000,4745,79,-1,32,2023-11-26T17:30:02Z,234
zV6KNuDZDW8,Full special report: Third round of hostages released by Hamas,NBC News,9330000,150435,1840,486,866,2023-11-26T17:10:06Z,327
nFupJw72uXY,U.S. officials ‘disappointed’ Americans not among hostages released by Hamas on Saturday,NBC News,9330000,14249,106,-1,174,2023-11-26T01:30:30Z,70
dOK8Z3SaF20,Delay in hostage release sends families on emotional roller coaster,NBC News,9330000,5691,52,-1,19,2023-11-26T01:00:36Z,147
YGe72a6Irt8,Hostages emerge from Gaza after delay threatened cease-fire agreement,NBC News,9330000,217971,2418,103,1039,2023-11-26T00:35:35Z,179
_cIu9Wy-OWQ,Exclusive: Inside Qatar’s hostage release operations room,NBC News,9330000,45915,771,-1,202,2023-11-25T01:30:22Z,200
-iO6JrEJ3GM,West Bank celebrations greet Palestinians freed by Israel,NBC News,9330000,170308,1917,1245,1323,2023-11-24T22:31:09Z,68
aMLZOskFzY0,Watch Biden's full remarks as hostages released by Hamas,NBC News,9330000,152190,1840,-1,1116,2023-11-24T21:12:54Z,981
ByoUXeVgZ8M,Biden: 'These hostages have been through a terrible ordeal',NBC News,9330000,3623,59,0,59,2023-11-24T20:30:40Z,239
rPVpsYUhG8Y,13 women and children hostages now back in Israel,NBC News,9330000,22552,230,-1,131,2023-11-24T18:54:50Z,172
5B7NITRtzjw,13 Israeli hostages released amid temporary ceasefire,NBC News,9330000,33722,382,2,134,2023-11-24T16:31:42Z,425
SRQjdvchUmU,Israeli hostages released by Hamas,NBC News,9330000,169522,2241,-1,661,2023-11-24T16:30:22Z,619
VwLVsWFSPkA,Gazans stream north despite Israel warning the war is not over,NBC News,9330000,55675,156,-1,435,2023-11-24T13:00:21Z,62
yFGYwp2BtGs,Pause in war between Hamas and Israel comes into effect,NBC News,9330000,3167,35,0,30,2023-11-24T12:17:00Z,176
3Sh1fdsOPR4,High tensions among Cornell students amid Israel-Hamas war,NBC News,9330000,25476,182,-1,298,2023-11-24T01:45:00Z,207
5LDPqdjDFYM,"Israeli military arrests Al-Shifa Hospital director, 200 patients too sick to evacuate",NBC News,9330000,848698,4210,1846,2789,2023-11-24T01:30:01Z,139
H-NdwhXa5Vo,Long-awaited hostage deal set to move ahead,NBC News,9330000,6426,37,-1,17,2023-11-24T01:00:06Z,214
LJCvH9F3wqE,‘Every deal opens the door to the next deal’: Hostage families support Israel’s truce with Hamas,NBC News,9330000,3922,22,-1,11,2023-11-23T21:30:01Z,106
iD2Pgxd45LA,Displaced Gazan family says truce needs to become a full cease-fire,NBC News,9330000,2326,30,0,23,2023-11-23T16:00:28Z,95
vaq-SCTpSzU,Israelis voice concern and disappointment over hostage release delay,NBC News,9330000,2859,32,-1,10,2023-11-23T13:30:32Z,84
T9h4gChkVHo,How Yemen's Houthi rebels could escalate the Israel-Hamas war,NBC News,9330000,58077,394,60,238,2023-11-23T02:00:16Z,166
aMz9LTXOUhE,Pope Francis meets with families of hostages and Palestinians with relatives in Gaza,NBC News,9330000,75519,695,-1,133,2023-11-23T01:00:00Z,126
sR5oIkQvpiM,"50 hostages to be released, fighting to stop temporarily in Gaza",NBC News,9330000,15591,137,-1,46,2023-11-23T00:45:00Z,128
R-aIDvU_w04,Israel says hostage release won't happen before Friday,NBC News,9330000,9907,75,0,57,2023-11-22T23:21:31Z,244
E7SwJtYW86U,WATCH: Israel allows news cameras inside Al-Shifa tunnel,NBC News,9330000,195255,1410,-1,1697,2023-11-22T22:45:00Z,80
XY1kQpeiVZE,Kirby: Biden was ‘personally engaged’ in getting hostage deal over 'finish line',NBC News,9330000,10388,92,0,75,2023-11-22T22:30:08Z,365
_mYWjANotpk,‘We need to end this crisis’: Gazans cautious about cease-fire plan,NBC News,9330000,2505,22,-1,22,2023-11-22T21:00:28Z,116
L6r9t_KTupo,Martin Fletcher: Deal is a ‘significant step but a limited one’,NBC News,9330000,2522,15,0,7,2023-11-22T15:00:14Z,343
Wa288LK67A8,Khan Younis resident 'praying for peace' after deadly blast destroys apartment,NBC News,9330000,4373,36,-1,22,2023-11-22T13:30:12Z,89
Ku5LjAD2wLE,'It's been so long': U.S. relative of hostages held by Hamas looks forward to their release,NBC News,9330000,1517,16,-1,2,2023-11-22T13:00:15Z,124
642D-0iZ7mk,'I don't know how I feel': Israeli grandfather of 7 suspected Hamas hostages,NBC News,9330000,2888,17,0,9,2023-11-22T12:30:06Z,64
LSBQv1-FNrI,Israeli cabinet votes to approve hostage deal,NBC News,9330000,9510,62,-1,62,2023-11-22T06:15:00Z,501
PVKW-6GyLxg,Israel and Hamas reach hostage deal,NBC News,9330000,138716,656,27,467,2023-11-22T03:36:19Z,215
kUMh7br6a_Y,Cornell University student groups share positions on war between Israel and Hamas,NBC News,9330000,17243,155,-1,172,2023-11-22T04:00:19Z,433
mQ7ajM_BzGA,Families of victims of Israeli-Palestinian conflict come together for peace ,NBC News,9330000,4594,83,0,13,2023-11-22T01:45:01Z,251
nwnCLKugxhs,Premature baby evacuated from Gaza hospital reunited with family,NBC News,9330000,14911,71,-1,50,2023-11-22T00:31:00Z,126
xkGK0ENg_qU,IDF spokesperson: Hamas will ‘try to take advantage of this ceasefire’,NBC News,9330000,210068,2374,-1,1806,2023-11-21T22:00:23Z,475
m3fsv4rqNi8,Biden says deal to release hostages in Gaza is ‘very close’,NBC News,9330000,5379,71,0,97,2023-11-21T17:18:43Z,57
yhJCS4Aw4QI,Survivors of the Hamas attack on the Nova festival find healing at workshops,NBC News,9330000,2153,26,-1,23,2023-11-21T13:30:32Z,84
RGbHSTynjBw,Houthi video shows gunmen seizing an Israeli-linked cargo ship in the Red Sea,NBC News,9330000,46102,166,25,116,2023-11-21T13:00:19Z,62
MY2N2sCJ1_g,Israeli military video said to show strikes on Hezbollah targets inside Lebanon,NBC News,9330000,74969,258,-1,146,2023-11-21T12:30:21Z,50
iH6oWYi8D6E,"New hope for freeing Hamas hostages, dozens of premature babies rescued from Gaza",NBC News,9330000,6986,124,0,54,2023-11-21T00:30:26Z,231
TdSbJod0Y9I,Israel Defense Forces release video showing military operations in Gaza,NBC News,9330000,353353,1389,-1,986,2023-11-20T16:00:25Z,56
oyhKxYWQsR0,"Gaza's Indonesian Hospital scene of heavy fighting, eyewitnesses say",NBC News,9330000,21354,115,-1,110,2023-11-20T14:00:38Z,47
TfuOUlpmW4k,New hope for release of hostages held in Gaza as U.S. official says deal ‘closer’ than it has been,NBC News,9330000,30601,198,44,140,2023-11-20T01:30:42Z,163
PyEhuTqVmNo,An inside look at U.S. drone operations amid search for hostages held by Hamas,NBC News,9330000,40312,339,-1,106,2023-11-20T03:30:07Z,207
mJDRVUgVRfY,Premature babies evacuated from Al-Shifa hospital,NBC News,9330000,6531,61,0,33,2023-11-19T23:30:15Z,60
2VpKWxuS8pg,"Negotiations involve 'considerably more than 12' hostages, Biden's deputy NSA says",NBC News,9330000,19439,58,-1,36,2023-11-19T21:30:00Z,175
97xQHIEQ3Ts,Chris Christie: I wouldn’t call for a freeze on West Bank settlements if I were president,NBC News,9330000,3666,35,0,52,2023-11-19T21:15:00Z,90
_qoCPKktpQQ,"‘I absolutely’ believe Israel is following international law, 2024 candidate Chris Christie says",NBC News,9330000,3051,47,-1,52,2023-11-19T20:30:02Z,118
U6sd7fHarAA,"U.S., Israel and Hamas close in on deal to release hostages in exchange for pause in fighting",NBC News,9330000,21242,122,-1,119,2023-11-19T18:45:00Z,121
DY-GLoX2XQs,NSC’s Jon Finer: We are ‘closer than we have been’ in negotiating hostage release,NBC News,9330000,2851,17,0,6,2023-11-19T19:15:00Z,91
XIcJEb_vgXE,Biden's deputy national security adviser refuses to say if Israel is following international law,NBC News,9330000,6441,77,-1,97,2023-11-19T19:30:03Z,143
_ECzy1wB8X0,Full Christie: 'Unlike a lot of other people … I was there' in Israel during its war with Hamas,NBC News,9330000,21625,274,99,204,2023-11-19T20:00:21Z,548
YEYuHT9R7IM,Hamas uses Al-Shifa Hospital in 'unconscionable way' to plan terrorist attacks: Full deputy NSA,NBC News,9330000,82314,706,-1,451,2023-11-19T18:15:02Z,860
otmwCALwhbQ,Full Blumenthal: U.S. and Israel need to be ‘more’ transparent with intelligence in Israel-Hamas war,NBC News,9330000,14576,124,-1,220,2023-11-19T17:25:27Z,429
0cHxIZ3Y_2Y,Palestinians flee on foot to southern Gaza Strip,NBC News,9330000,302792,1975,430,1897,2023-11-18T21:54:12Z,100
z4b9MtiLZaQ,Thousands join families of hostages in march to Jerusalem,NBC News,9330000,35780,342,-1,125,2023-11-18T19:00:31Z,67
Xsw5b5E85qk,"Pro-Palestinian demonstrators rally in Washington, D.C.",NBC News,9330000,5410,64,0,159,2023-11-18T03:45:01Z,59
wHOHVEBi2UY,Education dept. opens investigation into alleged antisemitism and Islamophobia at schools,NBC News,9330000,188753,546,-1,442,2023-11-18T02:30:23Z,206
L1KrDBBldCw,Inside Israel’s race to interrogate Hamas suspects in aftermath of terror attacks,NBC News,9330000,34900,217,-1,104,2023-11-18T01:00:10Z,123
8BB4OFw0dw8,17-year-old Palestinian American’s journey out of Gaza,NBC News,9330000,17170,153,1,147,2023-11-18T00:45:00Z,146
FITgKF3UDzw,Israel announces death of second Hamas hostage found near Al-Shifa hospital,NBC News,9330000,136146,1569,-1,705,2023-11-18T00:30:34Z,183
2By-a_JrZVo,"Israel will ‘likely’ need security presence in Gaza after war, retired general says",NBC News,9330000,31585,163,4,181,2023-11-17T22:30:01Z,387
a5AXhLGx20I,Talks to secure release of hostages in Gaza are ‘very fluid’,NBC News,9330000,80520,234,-1,244,2023-11-17T22:00:00Z,269
BqPDLWwclMk,Holocaust survivors voice their concerns about the rise of antisemitism,NBC News,9330000,2285,40,0,29,2023-11-17T20:30:00Z,170
o1yzeKhc6gk,California authorities announce arrest in death of protester,NBC News,9330000,141421,1053,-1,507,2023-11-17T20:00:31Z,161
DxcZAqBTgVY,Two bodies of Israeli hostages recovered near Gaza hospital,NBC News,9330000,25302,197,-1,136,2023-11-17T16:00:14Z,240
WHwW7IYxt-4,Dozens of injured Palestinians rushed to a hospital after an explosion near Khan Younis,NBC News,9330000,13979,100,20,87,2023-11-17T14:30:10Z,59
h04_oQDi-EM,Israeli forces conduct a deadly raid on Palestinian refugee camp in Jenin,NBC News,9330000,31949,107,-1,75,2023-11-17T13:00:38Z,102
gQuxdN-GR50,Epidemic of Hate: Antisemitism on the rise,NBC News,9330000,14784,265,284,337,2023-11-17T05:02:36Z,1650
EEZMoj-U-90,Professor arrested after Jewish man’s death during California protest,NBC News,9330000,55684,405,-1,401,2023-11-17T01:45:01Z,189
GpT-XwkvT2E,Israel releases video it says shows Hamas tunnel after Al-Shifa hospital raid,NBC News,9330000,297612,2295,-1,1769,2023-11-17T00:30:07Z,207
801h1UY0e0Q,How war images on social media can your affect mental health,NBC News,9330000,3706,59,0,50,2023-11-18T21:00:03Z,176
9nE79V3uk0o,Rep. Brad Sherman recalls DNC evacuation during pro-Palestine protest,NBC News,9330000,6995,71,-1,51,2023-11-16T23:00:11Z,432
9xOToOBJmq8,Suspect arrested over death of Jewish man at protest,NBC News,9330000,46807,443,170,351,2023-11-16T21:00:07Z,130
4oPHSFww1gI,IDF: Body of hostage found near Gaza hospital,NBC News,9330000,44721,310,-1,243,2023-11-16T19:45:00Z,185
wlVb2BO4MDY,Israeli military says it bombed the Gaza Strip residence of the Hamas leader,NBC News,9330000,24114,107,2,80,2023-11-16T12:34:22Z,62
tV0EgmkYRDk,Biden says Hamas committed war crime with headquarters under hospital,NBC News,9330000,55508,389,-1,851,2023-11-16T02:30:31Z,188
JWHCm2zXxTA,An inside look at Gaza City’s vast network of tunnels,NBC News,9330000,377080,2072,-1,972,2023-11-16T00:45:00Z,139
E61Tb6u3iw0,Israel releases video it says proves hospitals are being used by Hamas,NBC News,9330000,279289,2270,2747,3026,2023-11-16T00:30:30Z,243
eydSte-No0I,Growing economic toll of Hamas attack and ongoing war in Israel,NBC News,9330000,4946,21,-1,33,2023-11-16T00:03:36Z,176
LNAv-LjFuVE,"IDF ‘found clear evidence’ of Hamas operation out of Al-Shifa hospital, says spokesperson",NBC News,9330000,40410,337,573,709,2023-11-15T22:00:09Z,317
OKriVOmmTu0,‘Hospitals are not battlegrounds’: WHO chief condemns Israeli raid on Al-Shifa,NBC News,9330000,2778,39,-1,55,2023-11-15T21:30:02Z,101
RXtNRfgPmcI,Doctor describes scene inside raided Gaza hospital,NBC News,9330000,19061,126,2,135,2023-11-15T21:00:14Z,205
z4LbuKtRV1A,Shortage of cemetery space force Gazans to reuse old graves,NBC News,9330000,8122,50,-1,51,2023-11-15T13:00:54Z,75
Lu6mzWoLKGE,Israeli military video said to show Hamas operations center in Gaza refugee camp,NBC News,9330000,141914,556,-1,402,2023-11-15T12:30:09Z,52
8xKvfL7VlXo,Israeli military now carrying out operation at Al-Shifa hospital,NBC News,9330000,146365,778,240,906,2023-11-15T05:00:07Z,323
girQwPipPJo,Israeli soldiers conducting operation at Gaza's Al-Shifa hospital,NBC News,9330000,183136,1299,-1,1198,2023-11-15T02:16:17Z,121
4LhVPn26qKA,Israeli civilians buying more guns as war intensifies,NBC News,9330000,8463,79,1,63,2023-11-15T04:00:03Z,198
j6Mct7mmoPQ,"March for Israel takes place in Washington, D.C. to push for release of hostages",NBC News,9330000,41097,555,-1,481,2023-11-15T01:30:22Z,125
2mGyg0BWi1I,Families of American hostages now held in Gaza speak out,NBC News,9330000,39021,448,-1,245,2023-11-15T01:00:02Z,470
UFVNsrSdZtA,"March for Israel highlights: Israeli president, lawmakers, families of hostages speak at rally",NBC News,9330000,25800,294,28,260,2023-11-15T00:00:14Z,182
-3EzkTFAzTg,"Hostages should ‘not be used for politics,’ family member pleads",NBC News,9330000,5404,42,-1,13,2023-11-14T22:01:34Z,322
7WrUmsMk5eM,Israeli military video said to show ground operation inside the Gaza Strip,NBC News,9330000,60161,300,26,127,2023-11-14T18:59:49Z,97
aauBzc6AYgU,Morning News NOW Full Broadcast – Nov. 14,NBC News,9330000,267733,912,-1,171,2023-11-14T17:08:54Z,5958
DLw58dwf6Lw,This Morning’s Top Headlines – Nov. 14,NBC News,9330000,122105,579,-1,167,2023-11-14T13:55:45Z,1558
3QPGjdgoY0Q,Pro-Palestinian protesters clash with police in front of the U.S. Embassy in Manila,NBC News,9330000,8195,97,0,150,2023-11-14T13:00:03Z,61
VavpDR5oXaI,Red cross surgeon describes 'relentless' situation inside a Gaza hospital,NBC News,9330000,2165,35,-1,17,2023-11-14T12:30:13Z,106
mQTDbh4I6ew,20 Palestinian children with cancer now getting care at Egyptian hospital,NBC News,9330000,4762,67,0,26,2023-11-14T00:45:02Z,131
5iu3viSXxj8,President Biden says hospitals in Gaza ‘must be protected’,NBC News,9330000,80066,824,-1,1263,2023-11-14T00:30:02Z,227
hF4NRhWDtH0,TV crew captures moment airstrike hits near convoy in southern Lebanon,NBC News,9330000,14468,114,3,51,2023-11-13T22:00:30Z,82
QiX5PGN8Ou4,This Morning’s Top Headlines – Nov. 13,NBC News,9330000,101721,524,-1,228,2023-11-13T15:00:31Z,1317
2t_Bw6-WSDY,Defense Secretary Austin comments on U.S. airstrikes on Syria and Hezbollah's threat,NBC News,9330000,13614,81,0,67,2023-11-13T13:30:00Z,87
DLVecH4SJHw,Israeli forces advance in Gaza as hospitals are on the verge of collapse,NBC News,9330000,22091,144,-1,206,2023-11-13T13:04:42Z,229
GVQ0epcKkns,Republican presidential candidate Chris Christie travels to Israel,NBC News,9330000,34778,289,-1,491,2023-11-13T00:51:27Z,59
lRjbdUkV8j8,U.S. sends top official to Qatar and Israel in push to free hostages from Gaza,NBC News,9330000,20281,112,0,98,2023-11-13T02:00:29Z,69
-PgRzEuPB_4,Doctor details worsening conditions at Gaza City hospital,NBC News,9330000,260538,672,-1,1139,2023-11-13T01:30:00Z,148
kWlxWBOqZ2Q,U.S. announces new airstrikes in eastern Syria,NBC News,9330000,507264,4325,3765,1963,2023-11-13T00:31:09Z,111
5BeIhKVWawk,"More than 100,000 people march in Paris to protest antisemitism",NBC News,9330000,64419,1285,-1,808,2023-11-13T00:45:01Z,68
3jP2OQV9bfg,Netanyahu to students ‘protesting for Hamas’: 'You're protesting for sheer evil',NBC News,9330000,28188,351,-1,775,2023-11-12T21:30:00Z,136
uBtoSNl30dM,Biden's top Mideast adviser Brett McGurk to travel to Israel with focus on hostages' release,NBC News,9330000,3764,27,0,14,2023-11-12T21:00:23Z,109
SCwRijy2myw,Netanyahu calls for ‘different authority’ to govern Gaza after war is over,NBC News,9330000,14737,131,-1,255,2023-11-12T18:45:00Z,157
PP74LSfXhbQ,"‘There could be’ a potential deal for hostages’ return, Netanyahu says",NBC News,9330000,6305,46,0,46,2023-11-12T18:30:24Z,66
dRThvlOjkq0,Full Netanyahu: Everyone in the world is 'sitting on the bleachers',NBC News,9330000,681814,9076,-1,9329,2023-11-12T18:12:59Z,1140
ZYtt01ABTRE,23-year-old fleeing from northern Gaza details journey south,NBC News,9330000,28870,196,12,297,2023-11-12T01:00:21Z,168
KSkQ9TPhsRs,Hate incidents on the rise as Israel-Hamas war rages on,NBC News,9330000,16917,107,-1,226,2023-11-11T01:30:07Z,146
tGbbJFi1XTI,Strikes near hospitals in Gaza as Israel-Hamas war intensifies,NBC News,9330000,103630,585,-1,767,2023-11-11T00:34:21Z,212
26rghB2eQrg,Palestinian-American family returns to U.S. after being trapped in Gaza for 27 days,NBC News,9330000,46725,588,77,569,2023-11-11T01:00:02Z,155
sitEcn6kWBw,Israel is 'losing a lot of support' internationally because of the mounting death toll in Gaza,NBC News,9330000,61089,592,-1,830,2023-11-10T22:00:24Z,267
1zKIfYr4TK0,Israeli military strikes push deeper into urban areas of Gaza,NBC News,9330000,14676,118,21,103,2023-11-10T15:02:10Z,194
Xg2OU8WgMSI,Blinken: More needs to be done to protect Gaza civilians,NBC News,9330000,5278,46,-1,140,2023-11-10T13:00:25Z,90
ZrGJ01ynqAA,Brawl breaks out over Israel-Hamas war after screening in Los Angeles,NBC News,9330000,220856,2836,-1,1858,2023-11-10T04:00:13Z,155
cb6bEBwKySM,Israeli president speaks about crisis in Gaza amid war with Hamas,NBC News,9330000,124922,689,807,702,2023-11-10T02:10:36Z,558
AImjZuWDGkc,'Be strong': Father of eight-year-old girl believed kidnapped by Hamas speaks out,NBC News,9330000,3760,43,-1,17,2023-11-10T03:01:42Z,267
EjP_Fbczr6M,"Israel agrees to implement daily 4-hour pauses in fighting, White House says",NBC News,9330000,48775,192,42,223,2023-11-10T00:30:12Z,217
yAMpScncVSs,"Biden announced four-hour pauses in Gaza as a way to 'pressure' Netanyahu, Monica Alba says",NBC News,9330000,32742,191,-1,169,2023-11-09T22:05:29Z,578
v35WwdTK65w,Israel to begin daily four-hour fighting pauses in Gaza,NBC News,9330000,14111,84,0,101,2023-11-09T18:00:35Z,240
qSpV5k8VvxU,Israeli forces stage 'counterterrorist raid' in Jenin in the occupied West Bank,NBC News,9330000,10993,58,-1,54,2023-11-09T14:30:16Z,64
pC-BN0KnO1M,Several people killed and injured by a huge blast in the northern Gaza Strip,NBC News,9330000,11260,52,-1,50,2023-11-09T12:30:35Z,47
t4gTWJL4p5Y,A closer look at the fighting on Israel's border with Lebanon,NBC News,9330000,72829,453,9,132,2023-11-09T04:59:00Z,253
I_BD1liET1w,Republicans urge Netanyahu to 'finish' Hamas amid the conflict,NBC News,9330000,10106,88,-1,78,2023-11-09T02:30:07Z,82
akR0ZjMcoM0,GOP candidates tackle rise in antisemitism on college campuses as Israel-Hamas war rages on,NBC News,9330000,16652,142,61,173,2023-11-09T02:00:03Z,250
1J-ZZoHacPg,U.S. pressuring Israel to pause fighting to allow for more aid into Gaza and hostages out,NBC News,9330000,11713,57,-1,32,2023-11-09T01:00:00Z,120
yWrszeUKRws,Violence in West Bank at record levels as Israel-Hamas war rages on,NBC News,9330000,25063,350,0,280,2023-11-09T00:45:02Z,179
ze9QNEhlLMA,Gazans flee the north as Israel issues another warning to evacuate,NBC News,9330000,23915,127,-1,158,2023-11-08T21:00:29Z,75
C5GIO-OPOSY,Bakeries in northern Gaza close due to shortage of supplies,NBC News,9330000,1513,12,-1,16,2023-11-08T20:00:04Z,48
wH83AaMIaGs,Hezbollah: How Iran set up its most fearsome proxy army,NBC News,9330000,14912,80,0,41,2023-11-08T19:30:05Z,138
uDQNfg-JjR4,Deadly network: How Iran projects power through proxy militant groups,NBC News,9330000,4254,26,-1,12,2023-11-08T19:00:25Z,146
8XAmJaJiKnc,Alignment of goals between Iran and Gaza’s militants,NBC News,9330000,5251,25,0,10,2023-11-08T18:30:04Z,113
nCckDaILSlc,"Hamas cannot rule but Israel cannot occupy Gaza after war, Blinken says",NBC News,9330000,33716,235,-1,548,2023-11-08T13:00:44Z,95
Bl7Bbd45RQc,Israel marks one month since Hamas attack,NBC News,9330000,4116,27,0,17,2023-11-08T05:00:08Z,234
y4sqtDoEHv0,How the Israel-Hamas war could impact Michigan voters for the 2024 presidential election,NBC News,9330000,16208,70,-1,87,2023-11-08T01:00:32Z,148
Qx6ENCZHmNw,Jewish man died from head injuries after confrontation at pro-Palestine rally,NBC News,9330000,23820,130,-1,149,2023-11-08T00:45:00Z,189
W8LoMTSlLAo,Israeli military fighting inside Gaza City,NBC News,9330000,75844,691,0,399,2023-11-08T00:31:36Z,226
sLis3pDtHIc,Netanyahu: ‘We have killed thousands of terrorists’,NBC News,9330000,20714,236,-1,391,2023-11-07T21:30:09Z,71
M6NHEr5BNjU,Rescuers scramble to pull survivors from flattened buildings in southern Gaza's Khan Younis,NBC News,9330000,7427,67,0,85,2023-11-07T13:30:09Z,83
jrByeQVRNe4,Vigils held in Jerusalem and Tel Aviv for victims of Oct. 7 Hamas attacks,NBC News,9330000,1261,12,-1,6,2023-11-07T12:45:03Z,48
Jp60wY5Xmws,‘We’re the only ones left’: Twin brothers lose family members in Gaza City airstrike,NBC News,9330000,9927,95,-1,133,2023-11-07T00:30:08Z,108
QlELCajqoaw,House Republicans defend IRS cuts in Israel aid bill,NBC News,9330000,12453,61,0,72,2023-11-06T13:30:09Z,197
_rgX2YltFi0,Israeli military forces are expected to enter Gaza City,NBC News,9330000,155467,841,-1,231,2023-11-06T13:15:02Z,261
QfIDBs7Gvr4,Israeli military video shows Gaza Strip ground operation as it prepares to enter Gaza City,NBC News,9330000,44241,152,3,152,2023-11-06T13:00:21Z,50
GpwJWllpaI8,‘We are suffering’: People in Gaza struggle to get food,NBC News,9330000,15800,135,-1,175,2023-11-05T23:30:02Z,124
